228;81779;34196.8;0.581838
489;81779;36206.3;0.557267
738;81779;38602.5;0.527966
894;81779;38716.4;0.526573
947;81779;38733.3;0.526366
990;81779;38740.5;0.526278
1014;81779;38741.1;0.526271
1027;81779;38741.5;0.526265
1027;53284;38741.5;0.272924
1027;53284;38743.5;0.272887
1953;53284;38747.2;0.272817
2657;52228;38747.2;0.258114
38233;51803;38747.2;0.252028
44699;51363;38747.2;0.24562
49721;49731;38948.4;0.216819
85512;48688;38948.4;0.200041
111676;48130;39544.3;0.178386
111676;48130;39545.3;0.178364
111726;48130;39565.1;0.177953
112279;47877;39569;0.173529
112861;47877;39596.2;0.172959
113650;47877;39618.2;0.172501
255897;47877;39634.5;0.17216
266789;47877;39734.7;0.170067
354004;47877;39748.9;0.16977
368464;47877;39753.7;0.169669
417376;47827;39848.7;0.166816
432895;47827;39935;0.16501
448375;47827;39935.5;0.165
476301;47827;39965.6;0.164373
490272;47827;39968.3;0.164315
507549;47827;39988.8;0.163887
550356;47827;39988.9;0.163884
571070;47827;40004.2;0.163564
605288;47827;40020.8;0.163218
625964;47827;40031.6;0.162991
680013;47827;40070.5;0.162178
727330;47827;40071.4;0.16216
750629;47827;40086.3;0.161848
772504;47827;40091.7;0.161735
797904;47827;40092.1;0.161728
820857;47827;40108.7;0.161379
878465;47827;40131.9;0.160894
905746;47827;40133.3;0.160865
923861;47827;40139.7;0.160732
952653;47827;40146.8;0.160583
985438;47827;40148.7;0.160542
1014304;47827;40152.1;0.160471
1082579;47826;40164.3;0.160199
1115853;47766;40168.3;0.15906
1115896;47765;40168.3;0.159043
1148948;47765;40169.9;0.159009
1185196;47765;40179.8;0.158803
1223290;47765;40193.8;0.158508
1254195;47765;40199.8;0.158383
1322043;47765;40212.2;0.158124
1362999;47765;40215.9;0.158047
1403101;47692;40219;0.156693
1826060;47361;40219;0.150799
2014507;47342;40219;0.150458
2109574;47080;40375.9;0.142399
2153275;47080;40381.1;0.142287
2211280;47080;40385;0.142205
2265951;47080;40395.4;0.141984
2320879;47080;40403.4;0.141814
2375163;47080;40407;0.141738
2424721;47080;40416.4;0.141538
2476126;47080;40416.4;0.141538
2526228;47080;40429.8;0.141253
2570436;47080;40431.5;0.141217
2631018;47080;40446.5;0.140898
2938070;47004;40446.5;0.139509
2951579;46874;40446.5;0.137122
3431238;46847;40446.5;0.136625
3586480;46847;40449;0.136572
3615175;46847;40454.2;0.136462
3647020;46828;40465;0.13588
3673444;46828;40466.9;0.13584
3706913;46828;40487;0.135411
3742401;46828;40493.7;0.135268
3772692;46828;40497.1;0.135194
3805379;46828;40505;0.135026
3842037;46828;40509.2;0.134937
3882595;46828;40510.8;0.134903
3910980;46708;40518.9;0.132506
3940147;46708;40522.4;0.132432
3983464;46708;40525.1;0.132373
4022782;46708;40530.6;0.132256
4063344;46708;40542.5;0.132
4099035;46708;40544.6;0.131957
4131357;46708;40547.7;0.131889
4167805;46708;40549.9;0.131842
4205143;46708;40561;0.131604
4242850;46708;40567.6;0.131464
4279188;46708;40569.2;0.131429
4312047;46708;40573.2;0.131343
4350977;46708;40574.9;0.131307
4388010;46708;40577.8;0.131245
4424627;46708;40587.6;0.131036
4462381;46708;40593.3;0.130914
4529189;46708;40601.2;0.130743
4561402;46566;40601.2;0.128093
4595877;46566;40606.5;0.12798
4631462;46566;40611.3;0.127876
4669672;46566;40611.8;0.127865
4699676;46566;40615.9;0.127778
4731600;46566;40619.5;0.1277
4770666;46566;40623;0.127626
4810164;46566;40628.7;0.127503
4842801;46551;40630;0.127193
4881348;46551;40636.5;0.127054
4945621;46551;40641.9;0.126939
4979719;46551;40642.2;0.126932
5017997;46551;40645.8;0.126854
5057981;46549;40650.7;0.126712
5095033;46549;40651.7;0.126691
5127504;46549;40656.6;0.126586
5170546;46549;40660.5;0.126502
5208929;46549;40662.2;0.126465
5246573;46549;40665.5;0.126393
5281514;46549;40668.9;0.126321
5320324;46549;40674.7;0.126197
5361006;46549;40674.9;0.126192
5395843;46549;40680.3;0.126075
5431068;46549;40682.3;0.126033
5505209;46549;40687.9;0.125913
5544193;46549;40690;0.125866
5583380;46549;40690.8;0.125851
5625019;46549;40693.5;0.125792
5656547;46549;40697.1;0.125715
5694983;46549;40700.3;0.125646
5736014;46549;40703.3;0.125582
5777335;46549;40704.2;0.125561
5818126;46549;40707.9;0.125484
5859736;46549;40709.1;0.125457
